Date,Open,High,Low,Close,Volume
2023-12-06 21:56:08.501587,416.2038222651924,421.3930503391666,414.14463780431527,417.5952856702982,5494994
2023-12-07 21:56:08.501587,415.4431661935631,417.4245800021683,404.4979144649663,413.2921793388398,2622824
2023-12-08 21:56:08.501587,418.2534490409558,426.16001325258173,413.43289216089033,418.5541771651989,7552614
2023-12-09 21:56:08.501587,435.7868811721216,440.9465051496321,428.88875653976027,435.20554201555836,1803257
2023-12-10 21:56:08.501587,425.386474762758,435.5592561145166,419.0877898711528,428.03817220498075,6203429
2023-12-11 21:56:08.501587,438.9660567258069,443.200728627099,434.26838292835185,437.7234352527944,5646851
2023-12-12 21:56:08.501587,428.1944805937936,430.63905517642525,421.54795590145267,426.7496631499767,5258846
2023-12-13 21:56:08.501587,423.6997749953841,426.1446194880337,416.68348308676843,423.96074336448277,4554358
2023-12-14 21:56:08.501587,430.7592490011957,430.8167367792908,422.58401258651674,428.19393582175536,1465010
2023-12-15 21:56:08.501587,415.2122091643477,423.723198222571,413.30476849283735,418.0556544102293,5275967
2023-12-16 21:56:08.501587,407.8756530636659,419.656423377668,405.1088712981182,409.52617333517975,1366672
2023-12-17 21:56:08.501587,403.2922261178585,415.64505815829807,398.4417045264958,405.6574261419353,3380618
2023-12-18 21:56:08.501587,411.15287660574063,424.19210319134953,404.59473184507584,414.0242962035011,1334504
2023-12-19 21:56:08.501587,405.5273046734439,411.75636585884877,402.2446780503757,406.33778241193875,7130379
2023-12-20 21:56:08.501587,400.663902419361,412.523020454096,397.80753127390875,404.2342659118341,6096821
2023-12-21 21:56:08.501587,401.4200141442859,409.6243209686452,392.04320825305,401.06287361277896,7026595
2023-12-22 21:56:08.501587,392.37011357166097,401.5078252709402,390.52129389479256,393.023893512558,7465574
2023-12-23 21:56:08.501587,398.55012011221925,403.6895619124274,393.1092106133386,395.9835060422654,7114693
2023-12-24 21:56:08.501587,401.408903996282,410.0068356962179,395.78996430823526,401.46426199363884,7174977
2023-12-25 21:56:08.501587,398.7737097028933,408.6905539472887,390.5215211965605,399.8501685666989,3116500
2023-12-26 21:56:08.501587,407.34243527327857,412.3191364166135,401.4104450970959,405.948802731021,2447381
2023-12-27 21:56:08.501587,402.83578129189925,405.8115001374619,395.7824042341932,402.7114995018894,8563702
2023-12-28 21:56:08.501587,412.1839968995453,414.3695182314347,405.9152371190691,411.7274548797917,2806513
2023-12-29 21:56:08.501587,417.7931125554901,416.8762713965504,410.5814283925024,414.6733331722246,8010900
2023-12-30 21:56:08.501587,426.749756873947,440.412741209455,426.58830395141564,430.6467204685408,7095618
2023-12-31 21:56:08.501587,423.4813080325434,426.96845812114515,417.53637757146043,424.67006164162575,7322155
2024-01-01 21:56:08.501587,427.5354535214757,439.1588532063826,422.030661745884,429.37358746680025,9393071
2024-01-02 21:56:08.501587,429.49040134524523,439.0012298198818,425.4091442768595,428.49127658417683,3520868
2024-01-03 21:56:08.501587,426.97099471250567,437.5788202603327,423.2646878899095,429.48442949883975,1781353
2024-01-04 21:56:08.501587,423.06176500074275,428.4073340534479,417.0747528769683,419.9769110973188,8461722
2024-01-05 21:56:08.501587,433.1877828845182,433.31223212392706,419.6808264056175,428.98867517664405,7020065
2024-01-06 21:56:08.501587,434.74060679527275,440.8754771499193,425.74275464089646,430.97666556816915,8027101
2024-01-07 21:56:08.501587,421.6687455802132,428.251043957827,414.66399100967544,422.9323650007963,3953962
2024-01-08 21:56:08.501587,423.1630626517859,431.63833379957185,418.00055129472895,422.569701676081,7657403
2024-01-09 21:56:08.501587,423.67215827850845,426.80707837663317,414.25491786324454,419.7276295842146,5526139
2024-01-10 21:56:08.501587,413.7136417505721,424.2907417685128,408.83043601258214,415.90431213843226,8648550
2024-01-11 21:56:08.501587,405.7511298079766,414.45520146200744,397.1534496580729,405.8034560651129,7819822
2024-01-12 21:56:08.501587,412.1830503844619,420.2194071819802,408.6358958279496,414.9932261690298,1670929
2024-01-13 21:56:08.501587,421.67277730029906,428.12659311482474,412.5669341636596,422.0253708666073,9803019
2024-01-14 21:56:08.501587,411.7127528473199,417.13951710610206,409.078941985142,412.60694228877645,5638026
2024-01-15 21:56:08.501587,407.5568337514209,409.47283106658915,397.213587150774,404.9739354099424,5360500
2024-01-16 21:56:08.501587,396.7525513086312,400.80645667484856,392.15010467115303,395.92477612894254,1584562
2024-01-17 21:56:08.501587,398.60894072443807,403.73036566098506,387.57308980663123,397.3029168558906,2752263
2024-01-18 21:56:08.501587,411.9721678334114,419.4621736036178,401.4755818181166,411.51767747021836,5307415
2024-01-19 21:56:08.501587,425.1550174511424,429.5025783761063,416.7536720757175,422.3232334340936,8235946
2024-01-20 21:56:08.501587,415.3094246078103,429.19993646824287,410.4495392930863,419.23773444257483,9354915
2024-01-21 21:56:08.501587,412.92030256468087,422.3807741142588,401.9919838238726,412.153129713363,9759331
2024-01-22 21:56:08.501587,426.784350240354,435.2448724336596,421.6780888881096,427.4678867696971,1848911
2024-01-23 21:56:08.501587,430.18659457538797,442.7211694678645,426.95526827102606,433.2609695796411,4810799
2024-01-24 21:56:08.501587,436.2805149502027,443.71831037659337,436.2822151738331,438.95625612030085,7350202
2024-01-25 21:56:08.501587,435.4322246091349,447.09532961914164,432.4752902419148,438.8440562225506,2180392
2024-01-26 21:56:08.501587,434.98356181519597,443.2323770351582,424.3582438525866,433.1786431774826,9877065
2024-01-27 21:56:08.501587,451.08838668158984,457.8073925841259,446.7242942873506,451.36056749908334,1123122
2024-01-28 21:56:08.501587,452.52642989732624,464.4504902981314,453.07479849119284,456.62738441747797,8605347
2024-01-29 21:56:08.501587,448.83726553007233,457.1679982318053,443.785801093328,453.05931748861246,5506774
2024-01-30 21:56:08.501587,456.63418789242115,465.3328425100539,447.4248606762426,454.2489127274424,8270805
2024-01-31 21:56:08.501587,444.12240945105907,453.5158955029832,442.2932287343664,445.6504271899932,5921733
2024-02-01 21:56:08.501587,451.9393521277303,458.63861874799716,440.15431402324464,449.6306390068352,2229971
2024-02-02 21:56:08.501587,445.4450944152983,449.5774679262008,430.55687368323413,441.2972039289353,3942452
2024-02-03 21:56:08.501587,444.0500578394359,446.49605073692527,437.1832641521483,443.44111191537837,3981877
2024-02-04 21:56:08.501587,440.86945738288614,447.61493632968546,437.01321496766155,443.8484851661149,8787183
2024-02-05 21:56:08.501587,440.891568690092,444.05054309127166,434.6941419047754,439.75358572568047,2544993
2024-02-06 21:56:08.501587,432.81303966716314,441.1121545463711,429.5294562659074,434.4871715807807,1313084
2024-02-07 21:56:08.501587,438.8438329315324,450.2324845616627,439.2158988004862,441.44528087454756,2984885
2024-02-08 21:56:08.501587,452.2352868243104,452.6664228982916,442.9000223020124,448.2399098678272,1722549
2024-02-09 21:56:08.501587,442.8374080959671,454.7834948090681,435.37928955755143,446.42890166190966,4677802
2024-02-10 21:56:08.501587,447.4240719906872,453.6473541008644,444.4888832498869,449.8737775711933,7997362
