Date,Open,High,Low,Close,Volume
2023-12-06 21:55:29.932733,946.5250419986374,951.4443326273139,934.5016312962161,940.3519365470648,4445886
2023-12-07 21:55:29.932733,912.2782627649719,915.8379929253438,893.1160613829375,905.6425685492137,8261442
2023-12-08 21:55:29.932733,889.1109181378455,895.7062830984612,872.637348852522,881.2118697221136,5922701
2023-12-09 21:55:29.932733,856.535966007252,863.2107674087085,832.385859189544,852.4708566046796,6707429
2023-12-10 21:55:29.932733,851.2937564019869,859.9447720289216,842.3953481668789,853.5201412325496,4244597
2023-12-11 21:55:29.932733,827.371853313368,850.466910051255,812.1251881463262,831.4053993993296,1122488
2023-12-12 21:55:29.932733,816.5044360810282,818.8766677716699,798.7092171378315,811.8838993818888,3137475
2023-12-13 21:55:29.932733,790.8117679776527,812.3683438143044,786.2331370309267,796.8767297456919,5522545
2023-12-14 21:55:29.932733,782.5070522102568,798.7501106169234,769.9529547875677,787.6329190295835,9495295
2023-12-15 21:55:29.932733,812.2362993782168,815.1046623447909,795.9194271095319,808.1599539424486,6117664
2023-12-16 21:55:29.932733,825.7079995626596,830.1832596993139,812.384077731308,819.664148011095,9247811
2023-12-17 21:55:29.932733,786.9981767381365,812.4871878404973,778.780560857041,793.9013225018484,7718181
2023-12-18 21:55:29.932733,805.1379967894983,818.8729775548607,795.6355701056547,800.7890160908153,7767718
2023-12-19 21:55:29.932733,815.4752822646478,821.1671277312334,808.306506608353,815.6980278006166,3727166
2023-12-20 21:55:29.932733,842.4893233932057,871.9770508468408,846.0103320180993,850.906421057839,9678898
2023-12-21 21:55:29.932733,848.8580843953586,863.9732410415214,834.7919726199299,844.3829513691772,5286382
2023-12-22 21:55:29.932733,802.4662461679923,824.0671125304694,796.8726504817483,810.0085389876863,3448851
2023-12-23 21:55:29.932733,818.4928274474889,831.5101582344439,802.4108624654992,811.5345163573844,1755848
2023-12-24 21:55:29.932733,826.2093595906784,830.4927277122875,809.0704315184313,824.7629663936183,8643503
2023-12-25 21:55:29.932733,843.7553861315249,865.5124027269936,827.2567140206812,848.4091492786125,2015837
2023-12-26 21:55:29.932733,846.8827221501277,875.2611419797263,839.9499988549105,854.9924476920901,7102678
2023-12-27 21:55:29.932733,878.0310154180175,894.7995422117654,860.8155696193002,879.4854440681484,8862369
2023-12-28 21:55:29.932733,872.994152247484,884.7510590702785,864.8775279770069,877.4333331235948,7965852
2023-12-29 21:55:29.932733,871.6978329067538,881.7219053468422,851.5725962551401,866.2118487563775,4992051
2023-12-30 21:55:29.932733,881.8902193105986,881.2594997448626,866.2747193540116,874.8677866084327,4568795
2023-12-31 21:55:29.932733,830.4977991033721,844.3243828270125,829.1982588262515,835.3708325905587,7113604
2024-01-01 21:55:29.932733,806.9402982304354,811.0470023908088,796.4544635103476,803.9035599180402,1063339
2024-01-02 21:55:29.932733,808.2178807878981,813.8023117029909,795.6310676371576,807.5833950021266,7527900
2024-01-03 21:55:29.932733,819.9099267922896,820.3531381708126,794.7767657128813,814.4449799747912,5879778
2024-01-04 21:55:29.932733,833.1469365189029,834.1326475946696,809.3699293846914,829.603303465642,1572324
2024-01-05 21:55:29.932733,842.571488712004,859.0326725796823,830.1144249282894,850.3550994540389,6349986
2024-01-06 21:55:29.932733,835.9278780757903,843.3093426114978,813.4640777784704,830.4875880683236,5398897
2024-01-07 21:55:29.932733,810.1973945684952,828.6752962470039,799.9974936793253,816.8770786219151,9808983
2024-01-08 21:55:29.932733,803.9490105368916,811.9909050048917,796.8402159914539,803.8289238695583,8481934
2024-01-09 21:55:29.932733,793.878551841642,811.3043790092614,795.4264217918279,801.6903030334828,9763841
2024-01-10 21:55:29.932733,808.9345823989404,823.0427703329691,802.1897268764958,812.4340140319574,3893073
2024-01-11 21:55:29.932733,835.5701974420091,853.3373110051688,814.1284322276291,834.7118285515575,8589745
2024-01-12 21:55:29.932733,855.7286589763397,872.8623836612012,841.11273146149,854.8949433200951,1875256
2024-01-13 21:55:29.932733,882.3036579684992,893.5256438182672,870.3385266713948,879.6087515508125,7825034
2024-01-14 21:55:29.932733,889.0222035365966,917.2226656222829,874.5214591149962,895.6342683691128,7492542
2024-01-15 21:55:29.932733,907.1516311218758,920.4582694491392,886.0188158527436,907.786045703069,8241934
