Date,Open,High,Low,Close,Volume
2023-12-06 21:55:54.601220,3431.5886039225243,3460.041829941439,3353.585183703421,3398.2890084100636,3749682
2023-12-07 21:55:54.601220,3484.894314421047,3533.846373474101,3430.1571652776856,3468.493322542618,3231725
2023-12-08 21:55:54.601220,3516.048430371179,3606.5844348759556,3468.276340699369,3528.0701527046244,1357390
2023-12-09 21:55:54.601220,3566.707944156836,3566.269523034573,3467.7876613243848,3544.169009059636,8364968
2023-12-10 21:55:54.601220,3771.6776185963795,3799.835142007158,3699.6296242731755,3767.3714631819234,5527236
2023-12-11 21:55:54.601220,3782.8533482266703,3894.736809948248,3758.690480610137,3805.8510415167207,6508613
2023-12-12 21:55:54.601220,3767.4060513642567,3879.024928924444,3765.7270873198254,3801.996244915619,8017019
2023-12-13 21:55:54.601220,3921.83719981523,3961.652078287519,3808.3821225067404,3883.290388711051,5696893
2023-12-14 21:55:54.601220,3858.9317946371666,3959.7358571612635,3853.099141347993,3897.3173271719643,9130101
2023-12-15 21:55:54.601220,3838.4208313826202,3939.157644829193,3788.9412380385656,3855.2705020422786,1323371
2023-12-16 21:55:54.601220,3801.410998686663,3857.317092037373,3746.5146024472356,3822.669588411991,9254951
2023-12-17 21:55:54.601220,3863.500522494811,3942.3220354133623,3858.6824886280247,3883.983690708056,8308427
2023-12-18 21:55:54.601220,3898.087712165679,3959.6317253703105,3801.2199169001137,3864.2067679887414,5776610
2023-12-19 21:55:54.601220,3864.0051670373323,3937.166554184526,3778.0801824275636,3872.3300976403157,7633255
2023-12-20 21:55:54.601220,3843.7765677589523,3869.760322990813,3786.949449508358,3835.7671135137502,4070881
2023-12-21 21:55:54.601220,3808.730783429643,3870.7678462300855,3749.7966471122572,3803.2356139915137,9460884
2023-12-22 21:55:54.601220,3765.967441064744,3797.575561026282,3739.383839995229,3777.716016839987,7007043
2023-12-23 21:55:54.601220,3798.669923559854,3820.062061977069,3718.999935872471,3794.3303839371233,8886674
2023-12-24 21:55:54.601220,3782.1801746428464,3841.707756005454,3715.9746795416627,3791.474147226679,4228728
2023-12-25 21:55:54.601220,3896.539268775276,3935.023788582545,3833.305563929513,3883.3907017226097,4552599
2023-12-26 21:55:54.601220,3952.189232765837,3956.315076874536,3860.7607895951014,3923.300450980582,2898979
2023-12-27 21:55:54.601220,3863.8366870295313,3943.413128602469,3802.789295057309,3868.298739565321,3595347
2023-12-28 21:55:54.601220,3880.384492883358,3981.2462744725103,3882.507987252107,3914.5960540727096,4828604
2023-12-29 21:55:54.601220,3886.4378198573963,3987.9028721436885,3896.2523379736735,3924.645658099887,3288153
2023-12-30 21:55:54.601220,3918.3960557077085,4004.4023972436457,3837.882800072403,3918.644949387023,3996196
2023-12-31 21:55:54.601220,3854.1804655917085,3884.544271520876,3806.383456537458,3857.2146758472477,3937721
2024-01-01 21:55:54.601220,3847.61939019599,3899.0094702385345,3807.202908356727,3839.1050504078016,6100309
2024-01-02 21:55:54.601220,3726.290378481606,3806.763023560778,3682.366893746217,3740.3279479275325,4529983
2024-01-03 21:55:54.601220,3772.1277520015233,3787.573602551938,3680.6910475733785,3734.8962905482063,3548128
2024-01-04 21:55:54.601220,3751.7088685934013,3819.5766759579164,3711.297875550608,3757.7647758056955,3726236
2024-01-05 21:55:54.601220,3794.4632258670213,3792.278244295613,3679.3509844848386,3759.8327016482203,4569317
2024-01-06 21:55:54.601220,3619.1921530232084,3728.320277663874,3597.040352547561,3650.8982106165868,9401744
2024-01-07 21:55:54.601220,3650.92813097917,3734.0265064123128,3617.940657773618,3685.4363799011385,3345469
2024-01-08 21:55:54.601220,3770.9362037520045,3823.7938337538626,3707.3838977588466,3734.8890985437797,1247213
2024-01-09 21:55:54.601220,3750.112572631031,3822.3108651609737,3715.4455523329884,3745.9279556467204,8132027
2024-01-10 21:55:54.601220,3953.8333569140314,4016.2556134505257,3867.417224882538,3949.1417749197403,8266779
2024-01-11 21:55:54.601220,3947.5887957990544,3971.845541386941,3882.642776271957,3933.3898591524185,9111593
2024-01-12 21:55:54.601220,3890.840473784232,3938.0063173784574,3806.6087695285605,3858.5716205815434,2891744
2024-01-13 21:55:54.601220,3809.0602460806817,3889.1716229896015,3749.600037309443,3841.8607371586713,6622210
2024-01-14 21:55:54.601220,3759.52707950027,3827.4001031507373,3734.748145192935,3789.734254767726,6462801
2024-01-15 21:55:54.601220,3746.823795601674,3848.350168524594,3739.217538583481,3780.5748783869085,6658956
2024-01-16 21:55:54.601220,3797.933489292035,3895.162732693451,3762.4721740738205,3832.762762601865,4250827
2024-01-17 21:55:54.601220,3710.138144166009,3721.103202587268,3650.8466321894675,3682.1629727838967,1074507
2024-01-18 21:55:54.601220,3756.275724808648,3802.5707178534444,3692.7881645918524,3748.3012706362615,2110045
2024-01-19 21:55:54.601220,3704.9634823189826,3761.747692896505,3673.9973159781084,3720.410452280955,3838965
2024-01-20 21:55:54.601220,3724.3138076225932,3775.9764105348545,3687.089818020675,3727.2596558496275,9195321
2024-01-21 21:55:54.601220,3735.39265060392,3819.5281173497515,3713.4420836114164,3761.199035445538,4653016
2024-01-22 21:55:54.601220,3860.9991747378663,3864.5786504240227,3788.2152308305936,3828.7586418119495,4872060
2024-01-23 21:55:54.601220,3939.366342620238,3992.244132107471,3894.4107909185236,3942.5273312643803,9302372
2024-01-24 21:55:54.601220,3923.3702553076077,3935.082057566822,3883.858907648658,3904.4055964820977,6136184
2024-01-25 21:55:54.601220,3834.5019449202227,3933.989637948791,3822.56476371635,3845.8789541659967,7742374
2024-01-26 21:55:54.601220,3842.0689272809277,3859.1500573810363,3742.5376707284017,3829.23866262868,3537228
2024-01-27 21:55:54.601220,3875.86695135303,3937.1448291993647,3805.188494169323,3875.624238633474,8048282
2024-01-28 21:55:54.601220,3989.70429719338,4063.705960445572,3940.574211826712,4005.8259479906988,6406576
2024-01-29 21:55:54.601220,3780.732739828069,3897.896188625344,3774.175446281183,3818.176356557475,9549538
2024-01-30 21:55:54.601220,3836.968084491346,3880.208415337461,3811.2359173580244,3840.10147805615,9147335
2024-01-31 21:55:54.601220,3901.0197229106548,3929.7543803123385,3839.4273511366596,3876.5215806717897,2665408
2024-02-01 21:55:54.601220,3902.0942876860045,3979.6195367299674,3824.973141686238,3914.667693154696,7578285
2024-02-02 21:55:54.601220,3997.257480620386,4055.6815309566246,3957.5820781310626,4006.076657528033,8250657
2024-02-03 21:55:54.601220,3938.3069281311064,4015.5880209706806,3880.3846338702842,3936.7654262767455,5120691
2024-02-04 21:55:54.601220,3917.5420352153433,3973.2324646430307,3853.8228896624582,3880.8108832781018,2411537
2024-02-05 21:55:54.601220,3902.252378635736,3978.348004662112,3878.666623561642,3924.7973755609755,8783905
2024-02-06 21:55:54.601220,3974.8292219494097,4092.5952386184185,3978.3869228628305,4007.568557518158,3158203
2024-02-07 21:55:54.601220,3970.825073986198,4065.1590136683794,3979.2686970328746,4000.0505205502104,7821027
2024-02-08 21:55:54.601220,4155.058728791124,4250.929098868722,4110.858417566379,4182.553582787742,9527168
